queue_length,arrival_rate,departure_rate,time_of_day,is_bottleneck
9,5.53,1.74,7,FALSE
23,3.41,0.57,13,TRUE
6,9.06,8.43,9,FALSE
28,0.63,8.98,18,FALSE
28,8.01,2.52,8,TRUE
7,8.23,2.11,20,FALSE
26,8.64,6.93,17,TRUE
35,6.4,5.87,13,FALSE
8,1.15,0.1,16,FALSE
42,4.2,1.35,13,TRUE
15,8.33,3.22,10,TRUE
19,5.39,3.34,11,TRUE
49,6.04,3.34,19,TRUE
39,3.98,0.88,16,TRUE
26,1.95,8.13,9,FALSE
44,1.3,0.7,9,FALSE
21,1.63,9.09,19,FALSE
37,0.15,7.59,9,FALSE
22,8.0,8.93,14,FALSE
7,6.93,6.73,21,FALSE
35,5.17,9.15,14,FALSE
33,5.62,0.07,9,TRUE
30,8.48,4.34,21,TRUE
32,0.88,6.1,7,FALSE
30,1.42,5.02,12,FALSE
23,9.15,7.49,9,TRUE
35,6.32,4.58,16,TRUE
17,7.88,0.03,9,TRUE
32,7.01,1.03,19,TRUE
26,5.11,1.8,12,TRUE
2,5.41,5.71,18,FALSE
42,9.3,4.08,17,TRUE
17,0.19,2.18,15,FALSE
16,3.5,9.69,11,FALSE
41,5.27,6.03,16,FALSE
20,8.1,4.08,14,TRUE
29,3.45,2.94,14,FALSE
28,8.51,1.87,7,TRUE
41,5.68,6.76,13,FALSE
36,8.33,6.03,9,TRUE
32,4.83,9.32,14,FALSE
23,7.64,5.5,21,TRUE
41,2.3,1.2,18,FALSE
31,8.21,0.98,11,TRUE
22,4.46,2.37,9,TRUE
10,7.7,9.47,18,FALSE
8,7.44,2.49,13,FALSE
47,3.51,3.12,14,FALSE
14,6.42,3.43,20,TRUE
21,5.86,4.79,20,FALSE
41,1.18,8.8,17,FALSE
48,2.05,8.85,12,FALSE
14,8.49,2.12,20,TRUE
36,2.79,5.58,20,FALSE
16,7.54,1.04,13,TRUE
40,1.25,0.36,11,FALSE
38,6.43,1.61,19,TRUE
14,1.56,4.31,14,FALSE
15,1.1,3.45,10,FALSE
43,1.96,5.04,19,FALSE
16,3.3,8.28,15,FALSE
37,4.4,1.43,18,TRUE
50,7.22,3.42,19,TRUE
8,1.14,9.47,10,FALSE
47,1.71,9.19,10,FALSE
49,9.62,1.05,13,TRUE
36,4.78,8.03,14,FALSE
28,7.96,7.0,7,FALSE
14,2.28,2.0,17,FALSE
49,8.6,4.14,14,TRUE
28,1.15,6.21,8,FALSE
20,0.1,2.81,12,FALSE
41,3.88,1.93,8,TRUE
28,5.58,2.27,7,TRUE
18,6.46,6.2,9,FALSE
7,1.43,0.47,17,FALSE
42,9.89,3.09,18,TRUE
25,5.04,0.73,16,TRUE
28,4.49,4.64,11,FALSE
20,9.1,0.93,12,TRUE
47,4.25,7.22,21,FALSE
27,9.19,4.27,15,TRUE
14,2.37,8.72,13,FALSE
50,1.51,7.91,15,FALSE
49,2.11,3.2,16,FALSE
5,4.03,5.78,10,FALSE
13,3.1,9.86,13,FALSE
11,5.46,4.76,20,FALSE
25,9.19,0.55,11,TRUE
13,0.09,9.64,15,FALSE
35,3.03,9.45,15,FALSE
28,2.67,3.11,9,FALSE
33,2.16,6.95,18,FALSE
10,8.72,3.34,15,FALSE
42,0.68,2.65,18,FALSE
41,1.46,6.45,16,FALSE
47,3.87,7.18,19,FALSE
30,0.12,7.88,20,FALSE
26,4.79,3.82,19,FALSE
5,1.63,0.63,21,FALSE
38,6.5,0.42,12,TRUE
9,0.36,2.64,9,FALSE
45,7.32,2.23,8,TRUE
38,4.31,1.37,11,TRUE
21,5.61,8.53,9,FALSE
32,4.74,5.7,12,FALSE
0,2.91,0.5,14,FALSE
19,5.39,4.47,11,FALSE
37,2.19,8.84,13,FALSE
44,8.66,0.03,17,TRUE
15,2.42,5.39,17,FALSE
5,4.28,6.69,17,FALSE
41,0.53,8.72,8,FALSE
2,4.5,6.0,14,FALSE
49,4.71,6.69,18,FALSE
45,7.18,5.9,17,FALSE
26,9.49,3.94,19,TRUE
9,0.6,8.01,11,FALSE
39,0.36,4.49,15,FALSE
26,2.48,0.69,21,TRUE
7,4.09,5.71,20,FALSE
4,1.56,3.46,8,FALSE
35,3.41,2.87,13,FALSE
15,7.21,4.37,14,TRUE
33,5.28,4.57,16,FALSE
17,3.91,9.12,12,FALSE
7,6.49,6.98,20,FALSE
33,3.06,6.79,13,FALSE
15,4.59,4.52,18,FALSE
36,8.12,9.55,21,FALSE
21,3.66,7.71,14,FALSE
47,4.45,6.26,14,FALSE
18,5.7,7.65,21,FALSE
25,8.28,3.23,18,TRUE
16,9.7,3.16,16,TRUE
21,7.46,0.75,18,TRUE
10,1.9,4.36,12,FALSE
33,3.14,9.4,21,FALSE
3,4.0,5.48,16,FALSE
17,6.07,5.8,8,FALSE
20,6.05,5.07,12,FALSE
33,5.21,2.02,16,TRUE
36,4.83,3.11,19,TRUE
19,7.4,7.12,10,FALSE
5,8.14,0.27,9,FALSE
39,7.9,1.84,13,TRUE
23,0.33,6.88,17,FALSE
12,8.57,6.71,14,TRUE
46,7.68,6.35,19,FALSE
6,4.3,2.02,18,FALSE
12,9.54,8.47,21,FALSE
26,9.64,9.2,8,FALSE
5,2.15,3.34,19,FALSE
48,6.01,8.85,14,FALSE
17,8.41,1.33,17,TRUE
36,6.04,6.5,10,FALSE
1,5.36,1.65,20,FALSE
37,9.52,0.91,13,TRUE
36,5.1,1.18,19,TRUE
21,1.37,8.48,17,FALSE
12,6.27,9.17,17,FALSE
28,5.8,5.65,8,FALSE
50,6.01,7.13,12,FALSE
12,9.71,6.66,14,TRUE
38,2.98,4.02,18,FALSE
12,7.41,8.84,10,FALSE
45,2.06,8.02,20,FALSE
28,1.97,4.68,16,FALSE
30,3.73,1.17,19,TRUE
22,4.91,0.74,14,TRUE
25,5.37,6.02,17,FALSE
28,8.97,7.6,9,FALSE
40,4.85,7.87,20,FALSE
50,0.59,2.42,19,FALSE
42,6.97,9.87,7,FALSE
38,1.02,9.68,11,FALSE
33,1.68,8.8,20,FALSE
12,7.31,2.67,19,TRUE
14,0.73,3.77,21,FALSE
23,2.49,2.72,14,FALSE
21,3.05,7.59,17,FALSE
19,0.45,2.31,14,FALSE
29,0.85,4.22,10,FALSE
35,6.52,9.84,19,FALSE
3,9.04,0.08,10,FALSE
33,4.85,6.26,21,FALSE
37,5.75,2.5,14,TRUE
4,3.9,6.32,12,FALSE
44,2.26,4.12,7,FALSE
36,6.13,3.88,16,TRUE
47,2.68,1.69,7,FALSE
35,5.54,4.79,12,FALSE
21,5.13,5.44,11,FALSE
2,8.68,2.33,10,FALSE
13,9.9,4.74,7,TRUE
49,1.29,7.89,7,FALSE
19,2.28,5.34,12,FALSE
40,2.12,3.82,14,FALSE
19,0.46,4.09,7,FALSE
39,6.72,9.75,19,FALSE
19,4.29,4.78,21,FALSE
7,1.28,3.19,12,FALSE
37,8.38,5.4,7,TRUE
33,3.51,0.51,9,TRUE
37,2.27,9.59,9,FALSE
5,8.14,2.95,16,FALSE
49,8.01,5.07,8,TRUE
5,6.22,6.83,14,FALSE
8,0.66,2.82,13,FALSE
39,9.09,3.53,14,TRUE
40,8.07,0.9,15,TRUE
41,0.36,1.41,21,FALSE
6,6.9,4.58,13,FALSE
1,6.66,5.13,19,FALSE
30,2.0,4.29,19,FALSE
10,0.28,5.22,14,FALSE
15,4.89,8.21,11,FALSE
14,2.36,3.05,21,FALSE
34,5.42,3.69,12,TRUE
16,7.22,6.57,14,FALSE
20,3.05,4.08,15,FALSE
8,3.77,8.28,18,FALSE
37,2.97,0.47,16,TRUE
9,0.25,9.88,10,FALSE
19,7.45,1.08,10,TRUE
45,3.81,1.7,10,TRUE
35,3.18,2.16,18,FALSE
11,4.23,5.36,7,FALSE
38,5.45,6.09,9,FALSE
3,2.17,0.43,12,FALSE
13,5.49,8.39,7,FALSE
14,5.47,0.77,8,TRUE
34,7.61,9.79,19,FALSE
29,6.38,2.81,12,TRUE
25,9.69,6.19,15,TRUE
40,9.56,3.89,16,TRUE
31,8.02,9.13,7,FALSE
1,9.47,7.39,19,FALSE
37,4.32,6.86,17,FALSE
39,2.98,7.25,14,FALSE
41,4.75,9.38,20,FALSE
39,6.14,4.76,19,FALSE
8,2.7,3.95,14,FALSE
11,6.14,9.59,10,FALSE
37,5.83,1.35,16,TRUE
34,5.8,8.72,10,FALSE
20,9.56,9.73,19,FALSE
46,7.83,0.15,21,TRUE
16,9.78,9.49,20,FALSE
4,2.07,2.46,21,FALSE
23,4.76,8.04,12,FALSE
30,7.37,3.81,10,TRUE
19,2.55,9.16,11,FALSE
24,5.56,5.08,18,FALSE
11,1.62,2.58,11,FALSE
7,1.32,3.53,9,FALSE
43,9.49,1.55,16,TRUE
39,8.19,2.23,14,TRUE
3,2.22,2.1,21,FALSE
5,3.55,5.11,13,FALSE
24,5.2,1.5,20,TRUE
31,5.7,5.68,17,FALSE
36,5.11,1.71,9,TRUE
36,7.25,8.53,14,FALSE
10,1.85,2.33,20,FALSE
30,1.34,5.71,15,FALSE
25,5.04,2.31,8,TRUE
10,8.54,6.73,8,FALSE
0,9.51,9.24,13,FALSE
48,8.97,7.09,14,TRUE
43,5.96,3.95,14,TRUE
46,7.66,0.66,15,TRUE
15,4.0,1.2,7,TRUE
29,1.84,2.58,19,FALSE
13,6.39,8.71,9,FALSE
42,2.97,6.67,14,FALSE
38,3.81,0.99,21,TRUE
44,3.6,9.7,13,FALSE
13,3.32,2.36,14,FALSE
16,2.82,1.15,13,TRUE
8,9.76,8.53,12,FALSE
3,5.11,9.12,20,FALSE
24,0.95,0.84,9,FALSE
41,7.98,8.14,16,FALSE
1,4.96,10.0,7,FALSE
36,0.54,7.54,16,FALSE
32,4.3,8.08,7,FALSE
48,3.77,9.05,17,FALSE
24,2.71,6.71,14,FALSE
43,9.0,3.17,16,TRUE
27,5.74,2.41,18,TRUE
27,4.73,8.96,11,FALSE
9,9.05,3.45,10,FALSE
48,6.92,5.06,14,TRUE
34,1.41,1.49,18,FALSE
14,0.43,1.35,15,FALSE
11,2.85,1.22,18,TRUE
31,5.06,6.05,17,FALSE
14,6.07,1.74,18,TRUE
4,1.42,5.11,18,FALSE
13,1.8,6.31,12,FALSE
16,7.01,8.75,17,FALSE
3,5.85,8.64,7,FALSE
49,6.13,9.61,7,FALSE
8,0.09,6.15,9,FALSE
14,3.14,9.02,13,FALSE
4,9.78,2.16,12,FALSE
21,2.44,8.42,15,FALSE
45,0.76,3.38,21,FALSE
21,8.97,7.08,10,TRUE
43,3.11,0.67,21,TRUE
45,0.69,0.5,19,FALSE
19,0.84,0.17,16,FALSE
24,0.51,6.3,19,FALSE
14,9.95,7.26,20,TRUE
5,0.43,4.52,19,FALSE
42,9.09,9.6,13,FALSE
33,1.22,6.22,7,FALSE
30,1.01,6.09,17,FALSE
50,5.76,7.06,12,FALSE
35,1.31,6.35,7,FALSE
26,0.5,1.39,8,FALSE
25,7.11,1.21,13,TRUE
19,5.62,6.83,11,FALSE
11,3.23,1.0,18,TRUE
30,1.13,3.68,14,FALSE
23,4.75,4.61,16,FALSE
5,5.75,5.4,11,FALSE
26,1.7,1.29,7,FALSE
5,4.51,3.45,16,FALSE
30,8.38,6.0,8,TRUE
33,2.64,5.41,20,FALSE
39,3.49,9.34,14,FALSE
47,5.07,9.98,7,FALSE
24,5.39,5.71,18,FALSE
36,1.02,2.33,20,FALSE
2,1.61,8.15,21,FALSE
25,8.85,2.49,17,TRUE
2,0.94,6.31,16,FALSE
50,1.0,0.69,17,FALSE
5,2.71,8.97,7,FALSE
22,5.02,6.7,21,FALSE
37,9.01,2.04,17,TRUE
31,4.36,2.97,15,FALSE
45,5.81,3.88,9,TRUE
47,0.61,8.38,15,FALSE
45,8.6,0.87,21,TRUE
7,5.39,2.93,7,FALSE
47,7.58,2.35,8,TRUE
13,8.51,9.71,13,FALSE
29,3.37,0.03,19,TRUE
20,9.36,2.55,8,TRUE
37,9.34,4.54,13,TRUE
15,7.83,6.73,7,FALSE
19,5.11,1.28,7,TRUE
22,6.92,5.58,14,FALSE
37,2.01,4.91,8,FALSE
3,7.1,8.69,18,FALSE
43,4.63,0.45,11,TRUE
5,8.23,0.22,17,FALSE
31,3.95,9.53,12,FALSE
49,4.72,8.45,13,FALSE
30,2.51,9.47,9,FALSE
24,9.83,1.99,10,TRUE
44,0.66,5.71,14,FALSE
41,5.15,8.34,7,FALSE
3,5.26,4.4,14,FALSE
19,8.4,2.33,18,TRUE
45,9.03,8.08,9,FALSE
7,1.45,3.37,17,FALSE
1,8.43,4.17,7,FALSE
10,1.91,7.4,13,FALSE
38,5.46,4.31,11,FALSE
6,7.58,4.52,15,FALSE
0,4.11,8.27,13,FALSE
16,4.32,1.12,10,TRUE
49,6.01,8.99,8,FALSE
46,8.29,9.37,20,FALSE
42,0.85,1.73,19,FALSE
24,8.38,9.89,7,FALSE
5,9.89,5.28,18,FALSE
18,0.05,3.54,7,FALSE
38,3.71,6.01,8,FALSE
36,8.98,1.07,21,TRUE
42,9.08,9.31,18,FALSE
28,5.78,6.66,17,FALSE
13,2.79,1.54,10,FALSE
23,8.67,8.55,14,FALSE
25,3.75,3.22,9,FALSE
36,6.06,2.01,14,TRUE
49,7.87,6.2,12,TRUE
39,7.16,8.74,9,FALSE
2,2.57,4.36,21,FALSE
30,5.91,0.49,7,TRUE
22,4.94,0.27,9,TRUE
4,2.67,2.96,9,FALSE
33,0.65,5.65,17,FALSE
46,9.92,2.8,12,TRUE
32,1.82,2.45,15,FALSE
8,4.98,0.9,7,FALSE
18,7.32,1.57,16,TRUE
33,8.69,9.89,11,FALSE
34,3.51,5.84,19,FALSE
21,8.36,7.74,18,FALSE
48,9.39,3.19,21,TRUE
27,7.88,4.09,7,TRUE
8,1.99,0.03,7,FALSE
30,9.53,8.28,20,FALSE
34,6.56,0.05,8,TRUE
22,9.24,9.45,20,FALSE
2,2.66,4.62,19,FALSE
46,7.11,3.68,15,TRUE
42,9.76,1.92,12,TRUE
48,0.66,5.98,8,FALSE
43,4.11,8.02,13,FALSE
21,8.23,6.99,17,FALSE
39,4.23,4.56,20,FALSE
1,9.91,9.44,13,FALSE
33,4.05,5.71,12,FALSE
31,5.58,7.2,21,FALSE
42,9.07,6.58,12,TRUE
10,1.8,6.77,11,FALSE
27,0.25,3.32,20,FALSE
42,7.06,2.63,11,TRUE
31,8.63,0.46,12,TRUE
11,3.05,1.58,15,FALSE
6,4.6,4.89,16,FALSE
33,8.63,1.33,19,TRUE
23,9.88,9.95,16,FALSE
27,0.09,7.86,19,FALSE
6,7.97,7.54,12,FALSE
2,0.56,6.68,8,FALSE
50,9.99,0.28,10,TRUE
46,6.79,7.63,11,FALSE
30,2.71,7.68,7,FALSE
4,6.1,6.25,17,FALSE
28,7.12,4.55,18,TRUE
30,6.71,1.35,11,TRUE
15,9.57,0.11,21,TRUE
49,9.93,0.45,17,TRUE
10,8.2,2.06,18,FALSE
11,9.45,6.76,15,TRUE
27,6.95,3.07,16,TRUE
41,7.84,3.98,10,TRUE
6,2.04,2.91,20,FALSE
48,2.36,5.76,7,FALSE
7,6.62,8.61,13,FALSE
3,9.76,4.58,17,FALSE
2,4.48,5.83,20,FALSE
32,8.92,4.67,19,TRUE
24,5.07,1.35,13,TRUE
4,9.97,0.2,15,FALSE
34,3.89,9.43,7,FALSE
21,4.12,0.37,11,TRUE
29,7.46,9.14,9,FALSE
9,5.47,0.85,20,FALSE
29,5.21,2.62,11,TRUE
48,8.53,8.1,11,FALSE
43,3.28,3.72,16,FALSE
30,4.76,4.22,18,FALSE
30,7.67,7.33,14,FALSE
30,9.91,4.76,19,TRUE
43,9.09,9.85,16,FALSE
10,0.13,6.14,18,FALSE
43,8.91,1.2,8,TRUE
41,1.68,7.91,21,FALSE
10,3.47,5.78,8,FALSE
17,0.91,6.53,16,FALSE
37,2.26,8.18,8,FALSE
0,3.64,8.6,8,FALSE
40,8.2,4.88,17,TRUE
11,4.91,3.89,10,FALSE
30,7.35,5.02,11,TRUE
31,9.87,9.86,10,FALSE
10,1.15,6.08,19,FALSE
39,5.03,5.13,11,FALSE
22,8.71,1.04,18,TRUE
11,9.78,6.77,9,TRUE
40,2.02,8.17,21,FALSE
6,9.9,2.36,17,FALSE
33,1.75,4.66,10,FALSE
46,2.91,7.55,7,FALSE
9,2.39,2.2,13,FALSE
45,1.61,3.06,16,FALSE
11,4.55,0.58,13,TRUE
5,6.04,4.46,17,FALSE
20,2.34,6.27,9,FALSE
28,6.06,4.61,8,FALSE
27,4.12,1.84,17,TRUE
37,4.09,3.95,10,FALSE
45,7.68,0.81,9,TRUE
50,1.22,8.35,12,FALSE
15,2.14,8.15,16,FALSE
24,7.22,1.89,8,TRUE
33,1.73,2.8,17,FALSE
45,2.14,7.51,20,FALSE
47,4.42,7.8,15,FALSE
32,9.34,9.22,11,FALSE
33,2.5,3.08,10,FALSE
25,2.29,9.32,17,FALSE
0,9.5,6.49,19,FALSE
18,7.42,3.3,16,TRUE
31,5.83,5.35,15,FALSE
32,6.71,8.98,8,FALSE
36,0.82,8.53,12,FALSE
11,0.06,3.53,12,FALSE
29,8.26,7.35,13,FALSE
45,5.1,4.39,19,FALSE
50,1.55,9.41,17,FALSE
25,1.74,8.4,12,FALSE
20,7.78,7.16,21,FALSE
29,3.38,4.78,18,FALSE
34,7.96,6.53,14,FALSE
19,6.0,1.66,16,TRUE
16,3.58,9.37,20,FALSE
3,3.59,1.35,9,FALSE
10,3.74,8.08,15,FALSE
46,0.94,8.23,19,FALSE
47,0.97,3.06,12,FALSE
26,6.48,8.75,14,FALSE
36,7.34,8.92,9,FALSE
12,2.06,4.63,21,FALSE
15,6.48,0.62,16,TRUE
26,2.2,6.68,20,FALSE
36,5.5,6.89,12,FALSE
46,0.33,5.65,17,FALSE
50,0.48,9.12,7,FALSE
6,9.91,0.27,12,FALSE
21,5.46,2.64,17,TRUE
27,2.07,0.48,12,TRUE
30,3.58,8.78,16,FALSE
16,8.15,2.76,19,TRUE
7,5.05,8.67,10,FALSE
11,7.97,0.47,16,TRUE
30,4.35,1.92,19,TRUE
41,9.23,9.5,13,FALSE
17,9.02,9.81,18,FALSE
33,6.37,3.81,7,TRUE
33,8.34,5.99,17,TRUE
34,3.19,7.34,13,FALSE
14,2.51,6.37,13,FALSE
13,2.3,0.64,9,TRUE
2,1.28,2.37,20,FALSE
27,9.5,5.07,16,TRUE
21,5.27,1.64,18,TRUE
28,7.74,7.62,16,FALSE
23,5.56,8.96,21,FALSE
39,3.92,8.49,15,FALSE
10,6.54,5.3,13,FALSE
20,9.83,4.9,14,TRUE
19,7.39,6.34,21,FALSE
21,1.01,5.37,19,FALSE
0,3.03,8.87,17,FALSE
4,4.28,5.02,17,FALSE
17,9.94,3.67,16,TRUE
40,6.99,0.57,11,TRUE
20,7.6,7.26,8,FALSE
17,3.4,2.09,7,FALSE
3,7.94,2.96,11,FALSE
2,9.81,6.42,16,FALSE
30,9.06,0.55,10,TRUE
23,9.15,0.38,8,TRUE
46,3.53,8.82,17,FALSE
29,7.74,5.35,14,TRUE
35,7.49,7.45,16,FALSE
6,1.77,7.76,12,FALSE
36,6.32,7.24,18,FALSE
21,2.79,0.6,9,TRUE
1,6.17,3.97,14,FALSE
22,8.91,2.89,16,TRUE
16,7.68,3.33,18,TRUE
34,3.9,2.13,12,TRUE
19,3.47,3.63,16,FALSE
47,3.72,6.37,7,FALSE
22,2.53,2.94,21,FALSE
0,8.35,9.06,9,FALSE
49,4.24,9.02,15,FALSE
48,4.14,1.49,17,TRUE
15,0.17,9.02,20,FALSE
13,2.32,7.42,12,FALSE
48,3.48,9.47,10,FALSE
25,3.75,1.29,13,TRUE
40,8.88,6.18,7,TRUE
13,2.58,5.66,20,FALSE
43,8.38,4.32,8,TRUE
26,2.5,3.57,9,FALSE
4,6.3,8.0,21,FALSE
18,3.3,8.13,21,FALSE
38,2.56,7.04,12,FALSE
17,7.15,2.96,17,TRUE
17,9.89,8.14,7,TRUE
50,7.25,9.56,20,FALSE
1,4.97,2.21,14,FALSE
11,5.71,5.66,10,FALSE
13,2.7,9.22,10,FALSE
3,5.8,9.38,15,FALSE
40,1.63,3.07,17,FALSE
24,8.71,6.19,17,TRUE
17,8.52,4.94,17,TRUE
46,2.61,1.64,7,FALSE
46,2.25,8.51,9,FALSE
7,5.71,3.24,15,FALSE
1,3.76,1.59,18,FALSE
28,7.55,2.23,15,TRUE
35,7.44,7.63,21,FALSE
7,7.76,6.46,8,FALSE
18,5.92,5.2,16,FALSE
10,8.34,7.43,18,FALSE
46,8.19,1.15,12,TRUE
1,9.11,4.09,12,FALSE
50,9.39,9.29,9,FALSE
22,0.73,8.02,12,FALSE
42,8.95,9.74,13,FALSE
15,9.01,4.29,7,TRUE
47,4.82,2.41,21,TRUE
24,8.62,4.36,9,TRUE
40,4.89,7.79,12,FALSE
13,9.83,4.74,19,TRUE
28,0.45,3.99,20,FALSE
20,7.37,6.46,15,FALSE
22,0.36,5.17,16,FALSE
36,0.4,8.63,9,FALSE
27,0.24,3.73,13,FALSE
34,2.42,7.02,12,FALSE
3,9.0,7.27,18,FALSE
0,2.08,4.03,9,FALSE
7,8.11,7.98,21,FALSE
11,0.86,0.65,20,FALSE
43,7.78,5.61,9,TRUE
43,1.47,9.66,8,FALSE
1,4.67,4.46,15,FALSE
6,6.99,6.92,19,FALSE
38,8.44,0.24,11,TRUE
30,1.42,6.69,20,FALSE
19,8.09,9.01,20,FALSE
32,6.93,7.57,17,FALSE
0,9.88,3.16,10,FALSE
31,1.11,6.47,9,FALSE
50,4.0,0.96,18,TRUE
41,3.81,0.82,16,TRUE
33,8.74,6.85,20,TRUE
20,6.92,6.32,17,FALSE
7,7.23,9.56,8,FALSE
40,9.55,5.97,12,TRUE
9,9.1,8.37,15,FALSE
5,4.65,8.2,15,FALSE
11,7.53,1.31,11,TRUE
21,9.83,4.29,14,TRUE
22,9.47,9.3,7,FALSE
2,2.54,0.26,18,FALSE
30,5.29,6.44,7,FALSE
10,1.4,9.32,17,FALSE
40,7.67,1.8,13,TRUE
5,0.98,0.74,21,FALSE
31,9.79,0.62,18,TRUE
10,8.32,4.37,9,FALSE
48,3.89,9.52,17,FALSE
44,5.67,3.4,13,TRUE
22,0.49,4.07,7,FALSE
6,4.11,8.05,16,FALSE
32,5.95,7.6,21,FALSE
36,6.38,2.85,15,TRUE
46,6.34,3.67,16,TRUE
41,6.49,3.9,18,TRUE
16,6.14,7.7,18,FALSE
13,3.28,7.68,18,FALSE
44,4.7,1.43,11,TRUE
10,5.03,3.22,10,FALSE
22,1.81,4.24,11,FALSE
1,7.28,8.27,20,FALSE
21,5.49,7.1,17,FALSE
29,5.51,3.56,11,TRUE
22,8.78,5.64,17,TRUE
41,2.82,7.65,21,FALSE
4,2.51,4.48,16,FALSE
27,9.08,5.38,7,TRUE
40,2.72,5.74,20,FALSE
8,3.11,9.13,10,FALSE
3,1.41,4.3,8,FALSE
9,3.86,8.59,20,FALSE
19,8.12,0.91,8,TRUE
37,3.37,8.59,12,FALSE
25,2.96,3.62,12,FALSE
3,1.82,9.81,10,FALSE
46,8.2,3.34,9,TRUE
14,1.18,8.42,8,FALSE
28,9.87,6.62,10,TRUE
20,3.48,7.56,19,FALSE
29,4.15,8.1,17,FALSE
50,7.16,7.36,10,FALSE
36,0.64,5.5,19,FALSE
42,5.66,0.17,9,TRUE
35,1.44,5.83,15,FALSE
18,2.61,0.07,21,TRUE
23,1.46,4.86,21,FALSE
49,1.18,7.37,8,FALSE
2,7.87,8.68,21,FALSE
28,9.83,5.02,14,TRUE
36,7.25,9.42,10,FALSE
32,8.26,6.53,8,TRUE
24,5.0,3.44,14,TRUE
8,7.25,9.73,15,FALSE
31,0.95,1.56,7,FALSE
3,6.19,0.67,17,FALSE
23,6.98,1.67,14,TRUE
50,9.9,3.03,21,TRUE
23,6.34,0.55,18,TRUE
38,9.1,2.93,17,TRUE
6,5.44,2.51,9,FALSE
37,1.65,6.95,14,FALSE
2,6.98,8.86,18,FALSE
27,9.03,5.71,21,TRUE
32,8.66,5.51,16,TRUE
21,2.79,4.61,16,FALSE
18,7.32,7.07,14,FALSE
1,0.17,7.35,14,FALSE
29,3.68,9.32,9,FALSE
27,9.87,4.76,7,TRUE
44,9.97,8.95,16,FALSE
0,8.44,9.44,21,FALSE
49,1.92,4.62,13,FALSE
21,6.71,0.98,10,TRUE
4,2.6,4.99,8,FALSE
24,3.4,8.53,10,FALSE
7,2.05,5.53,18,FALSE
47,0.71,4.83,12,FALSE
19,2.24,6.45,19,FALSE
20,8.19,2.18,16,TRUE
23,9.01,0.79,12,TRUE
6,8.8,5.28,11,FALSE
18,1.9,6.28,13,FALSE
5,1.01,6.19,7,FALSE
21,6.67,7.59,21,FALSE
13,7.69,3.45,14,TRUE
26,1.48,8.24,15,FALSE
7,8.46,9.65,10,FALSE
4,0.2,5.27,19,FALSE
8,8.25,0.98,16,FALSE
39,7.65,3.95,14,TRUE
49,5.96,2.62,8,TRUE
32,8.52,7.55,10,FALSE
29,4.33,0.43,18,TRUE
22,2.98,2.54,19,FALSE
38,3.72,0.15,19,TRUE
24,1.87,7.88,12,FALSE
35,2.61,0.69,9,TRUE
7,3.97,8.94,12,FALSE
5,9.05,9.58,15,FALSE
12,8.75,6.72,12,TRUE
16,5.41,1.0,11,TRUE
4,4.35,7.4,9,FALSE
37,8.84,6.82,21,TRUE
1,5.81,2.72,18,FALSE
41,4.86,8.8,11,FALSE
41,5.11,2.51,14,TRUE
8,3.16,1.01,21,FALSE
37,3.58,3.85,10,FALSE
4,9.56,1.08,10,FALSE
27,2.96,7.63,7,FALSE
7,8.24,2.07,15,FALSE
50,6.17,9.08,14,FALSE
40,2.56,3.56,18,FALSE
34,4.61,0.36,14,TRUE
50,8.84,9.41,11,FALSE
37,8.9,1.94,13,TRUE
0,1.37,6.01,13,FALSE
41,6.55,4.14,11,TRUE
50,0.66,8.17,9,FALSE
19,0.66,7.41,10,FALSE
17,5.98,5.42,18,FALSE
39,1.74,5.89,9,FALSE
23,9.4,0.26,9,TRUE
38,4.86,1.26,8,TRUE
46,0.73,8.47,7,FALSE
22,4.3,5.58,16,FALSE
13,3.53,9.4,12,FALSE
49,7.61,0.5,7,TRUE
24,0.41,7.81,15,FALSE
46,9.41,6.06,20,TRUE
32,6.08,8.06,19,FALSE
47,8.61,0.33,15,TRUE
4,7.11,5.01,17,FALSE
37,3.92,0.15,10,TRUE
39,4.56,6.99,18,FALSE
22,4.28,9.2,21,FALSE
32,5.38,9.68,9,FALSE
27,7.03,4.1,8,TRUE
24,9.81,3.55,8,TRUE
5,5.19,7.76,20,FALSE
33,6.56,5.62,12,FALSE
7,0.43,1.88,16,FALSE
21,2.32,7.14,7,FALSE
26,5.99,9.82,11,FALSE
43,3.31,9.58,7,FALSE
20,6.01,5.93,11,FALSE
19,2.13,0.68,20,FALSE
44,9.13,3.88,10,TRUE
34,7.33,7.0,14,FALSE
44,6.78,8.82,15,FALSE
9,9.14,2.82,9,FALSE
48,4.19,2.95,7,FALSE
43,6.32,7.17,13,FALSE
29,5.13,8.52,14,FALSE
48,6.27,1.18,12,TRUE
12,5.9,8.67,21,FALSE
24,9.14,1.13,9,TRUE
21,8.63,2.11,11,TRUE
41,1.0,1.73,18,FALSE
18,0.21,5.44,21,FALSE
7,9.21,2.43,7,FALSE
13,4.27,1.38,12,TRUE
46,0.29,5.49,19,FALSE
3,4.89,0.11,7,FALSE
36,9.83,0.09,15,TRUE
20,8.53,2.76,20,TRUE
6,5.42,3.87,7,FALSE
4,3.43,4.33,10,FALSE
20,5.94,3.41,13,TRUE
18,5.47,2.05,8,TRUE
13,6.57,0.54,10,TRUE
9,0.56,7.59,21,FALSE
