day_of_week,date,hour_of_day,wait_time_minutes
Wednesday,2022-06-22,12,16.8
Wednesday,2022-06-22,13,12.1
Wednesday,2022-06-22,14,14.3
Wednesday,2022-06-22,15,21.1
Wednesday,2022-06-22,16,18.1
Wednesday,2022-06-22,17,14.3
Thursday,2022-06-23,9,26.0
Thursday,2022-06-23,10,30.5
Thursday,2022-06-23,11,23.7
Thursday,2022-06-23,12,6.1
Thursday,2022-06-23,13,20.1
Thursday,2022-06-23,14,26.3
Thursday,2022-06-23,15,15.2
Thursday,2022-06-23,16,29.2
Thursday,2022-06-23,17,5.7
Friday,2022-06-24,9,28.3
Friday,2022-06-24,10,9.9
Friday,2022-06-24,11,27.9
Friday,2022-06-24,12,9.0
Friday,2022-06-24,13,20.7
Friday,2022-06-24,14,12.7
Friday,2022-06-24,15,9.7
Friday,2022-06-24,16,24.6
Friday,2022-06-24,17,9.5
Saturday,2022-06-25,9,14.5
Saturday,2022-06-25,10,5.0
Saturday,2022-06-25,11,20.4
Saturday,2022-06-25,12,16.3
Saturday,2022-06-25,13,6.1
Saturday,2022-06-25,14,12.2
Saturday,2022-06-25,15,6.7
Saturday,2022-06-25,16,22.4
Saturday,2022-06-25,17,19.5
Sunday,2022-06-26,9,15.0
Sunday,2022-06-26,10,16.1
Sunday,2022-06-26,11,24.7
Sunday,2022-06-26,12,16.8
Sunday,2022-06-26,13,16.0
Sunday,2022-06-26,14,13.1
Sunday,2022-06-26,15,16.1
Sunday,2022-06-26,16,17.1
Sunday,2022-06-26,17,10.5
Monday,2022-06-27,9,10.6
Monday,2022-06-27,10,15.0
Monday,2022-06-27,11,12.5
Monday,2022-06-27,12,10.9
Monday,2022-06-27,13,20.7
Monday,2022-06-27,14,26.1
Monday,2022-06-27,15,5.5
Monday,2022-06-27,16,8.8
Monday,2022-06-27,17,13.2
Tuesday,2022-06-28,9,25.9
Tuesday,2022-06-28,10,14.4
Tuesday,2022-06-28,11,17.1
Tuesday,2022-06-28,12,22.1
Tuesday,2022-06-28,13,6.2
Tuesday,2022-06-28,14,13.5
Tuesday,2022-06-28,15,18.0
Tuesday,2022-06-28,16,28.1
Tuesday,2022-06-28,17,18.2
Wednesday,2022-06-29,9,9.9
Wednesday,2022-06-29,10,16.1
Wednesday,2022-06-29,11,32.6
Wednesday,2022-06-29,12,13.2
Wednesday,2022-06-29,13,23.6
Wednesday,2022-06-29,14,12.8
Wednesday,2022-06-29,15,23.0
Wednesday,2022-06-29,16,6.8
Wednesday,2022-06-29,17,12.3
Thursday,2022-06-30,9,13.8
Thursday,2022-06-30,10,24.3
Thursday,2022-06-30,11,15.7
Thursday,2022-06-30,12,22.8
Thursday,2022-06-30,13,23.6
Thursday,2022-06-30,14,12.4
Thursday,2022-06-30,15,13.4
Thursday,2022-06-30,16,27.3
Thursday,2022-06-30,17,10.5
Friday,2022-07-01,9,22.7
Friday,2022-07-01,10,13.0
Friday,2022-07-01,11,31.4
Friday,2022-07-01,12,5.0
Friday,2022-07-01,13,7.2
Friday,2022-07-01,14,9.0
Friday,2022-07-01,15,24.3
Friday,2022-07-01,16,18.1
Friday,2022-07-01,17,30.0
Saturday,2022-07-02,9,15.2
Saturday,2022-07-02,10,9.6
Saturday,2022-07-02,11,22.4
Saturday,2022-07-02,12,5.0
Saturday,2022-07-02,13,5.0
Saturday,2022-07-02,14,18.9
Saturday,2022-07-02,15,10.1
Saturday,2022-07-02,16,22.0
Saturday,2022-07-02,17,23.0
Sunday,2022-07-03,9,22.3
Sunday,2022-07-03,10,22.5
Sunday,2022-07-03,11,20.5
Sunday,2022-07-03,12,5.0
Sunday,2022-07-03,13,5.1
Sunday,2022-07-03,14,11.4
Sunday,2022-07-03,15,10.2
Sunday,2022-07-03,16,13.8
Sunday,2022-07-03,17,18.9
Monday,2022-07-04,9,26.3
Monday,2022-07-04,10,27.9
Monday,2022-07-04,11,27.7
Monday,2022-07-04,12,21.9
Monday,2022-07-04,13,7.8
Monday,2022-07-04,14,25.6
Monday,2022-07-04,15,9.1
Monday,2022-07-04,16,22.5
Monday,2022-07-04,17,7.8
Tuesday,2022-07-05,9,10.1
Tuesday,2022-07-05,10,6.5
Tuesday,2022-07-05,11,9.7
Tuesday,2022-07-05,12,23.5
Tuesday,2022-07-05,13,18.2
Tuesday,2022-07-05,14,23.2
Tuesday,2022-07-05,15,28.8
Tuesday,2022-07-05,16,8.5
Tuesday,2022-07-05,17,14.7
Wednesday,2022-07-06,9,7.5
Wednesday,2022-07-06,10,10.5
Wednesday,2022-07-06,11,18.1
Wednesday,2022-07-06,12,17.2
Wednesday,2022-07-06,13,10.8
Wednesday,2022-07-06,14,27.5
Wednesday,2022-07-06,15,21.8
Wednesday,2022-07-06,16,9.5
Wednesday,2022-07-06,17,15.9
Thursday,2022-07-07,9,8.5
Thursday,2022-07-07,10,30.1
Thursday,2022-07-07,11,33.4
Thursday,2022-07-07,12,8.2
Thursday,2022-07-07,13,20.8
Thursday,2022-07-07,14,7.4
Thursday,2022-07-07,15,17.6
Thursday,2022-07-07,16,17.0
Thursday,2022-07-07,17,5.7
Friday,2022-07-08,9,33.1
Friday,2022-07-08,10,25.1
Friday,2022-07-08,11,36.0
Friday,2022-07-08,12,10.8
Friday,2022-07-08,13,13.0
Friday,2022-07-08,14,22.4
Friday,2022-07-08,15,24.8
Friday,2022-07-08,16,28.5
Friday,2022-07-08,17,6.8
Saturday,2022-07-09,9,13.1
Saturday,2022-07-09,10,9.8
Saturday,2022-07-09,11,24.2
Saturday,2022-07-09,12,7.9
Saturday,2022-07-09,13,10.7
Saturday,2022-07-09,14,11.4
Saturday,2022-07-09,15,5.5
Saturday,2022-07-09,16,6.3
Saturday,2022-07-09,17,21.2
Sunday,2022-07-10,9,8.6
Sunday,2022-07-10,10,11.2
Sunday,2022-07-10,11,8.2
Sunday,2022-07-10,12,15.1
Sunday,2022-07-10,13,5.0
Sunday,2022-07-10,14,20.6
Sunday,2022-07-10,15,10.9
Sunday,2022-07-10,16,15.7
Sunday,2022-07-10,17,19.1
Monday,2022-07-11,9,13.6
Monday,2022-07-11,10,34.4
Monday,2022-07-11,11,34.5
Monday,2022-07-11,12,9.2
Monday,2022-07-11,13,22.6
Monday,2022-07-11,14,7.2
Monday,2022-07-11,15,14.5
Monday,2022-07-11,16,6.2
Monday,2022-07-11,17,9.3
Tuesday,2022-07-12,9,11.9
Tuesday,2022-07-12,10,10.9
Tuesday,2022-07-12,11,25.7
Tuesday,2022-07-12,12,8.3
Tuesday,2022-07-12,13,18.1
Tuesday,2022-07-12,14,24.5
Tuesday,2022-07-12,15,21.3
Tuesday,2022-07-12,16,29.3
Tuesday,2022-07-12,17,24.4
Wednesday,2022-07-13,9,27.9
Wednesday,2022-07-13,10,28.3
Wednesday,2022-07-13,11,34.4
Wednesday,2022-07-13,12,13.3
Wednesday,2022-07-13,13,5.0
Wednesday,2022-07-13,14,28.5
Wednesday,2022-07-13,15,21.2
Wednesday,2022-07-13,16,11.9
Wednesday,2022-07-13,17,13.5
Thursday,2022-07-14,9,33.7
Thursday,2022-07-14,10,16.6
Thursday,2022-07-14,11,24.2
Thursday,2022-07-14,12,21.3
Thursday,2022-07-14,13,20.1
Thursday,2022-07-14,14,12.5
Thursday,2022-07-14,15,15.7
Thursday,2022-07-14,16,29.3
Thursday,2022-07-14,17,21.6
Friday,2022-07-15,9,9.3
Friday,2022-07-15,10,30.5
Friday,2022-07-15,11,28.7
Friday,2022-07-15,12,12.5
Friday,2022-07-15,13,20.1
Friday,2022-07-15,14,14.9
Friday,2022-07-15,15,11.7
Friday,2022-07-15,16,21.1
Friday,2022-07-15,17,16.0
Saturday,2022-07-16,9,13.2
Saturday,2022-07-16,10,12.3
Saturday,2022-07-16,11,7.9
Saturday,2022-07-16,12,5.0
Saturday,2022-07-16,13,6.7
Saturday,2022-07-16,14,18.4
Saturday,2022-07-16,15,6.5
Saturday,2022-07-16,16,5.6
Saturday,2022-07-16,17,5.3
Sunday,2022-07-17,9,20.7
Sunday,2022-07-17,10,13.4
Sunday,2022-07-17,11,5.0
Sunday,2022-07-17,12,12.2
Sunday,2022-07-17,13,5.5
Sunday,2022-07-17,14,5.0
Sunday,2022-07-17,15,10.0
Sunday,2022-07-17,16,7.5
Sunday,2022-07-17,17,21.5
Monday,2022-07-18,9,13.1
Monday,2022-07-18,10,9.7
Monday,2022-07-18,11,32.9
Monday,2022-07-18,12,18.2
Monday,2022-07-18,13,21.1
Monday,2022-07-18,14,19.9
Monday,2022-07-18,15,10.9
Monday,2022-07-18,16,9.9
Monday,2022-07-18,17,33.0
Tuesday,2022-07-19,9,24.8
Tuesday,2022-07-19,10,13.9
Tuesday,2022-07-19,11,20.3
Tuesday,2022-07-19,12,5.2
Tuesday,2022-07-19,13,13.5
Tuesday,2022-07-19,14,18.7
Tuesday,2022-07-19,15,11.1
Tuesday,2022-07-19,16,13.5
Tuesday,2022-07-19,17,18.4
Wednesday,2022-07-20,9,30.7
Wednesday,2022-07-20,10,6.3
Wednesday,2022-07-20,11,33.9
Wednesday,2022-07-20,12,21.2
Wednesday,2022-07-20,13,14.3
Wednesday,2022-07-20,14,8.1
Wednesday,2022-07-20,15,8.5
Wednesday,2022-07-20,16,11.2
Wednesday,2022-07-20,17,12.1
Thursday,2022-07-21,9,31.7
Thursday,2022-07-21,10,34.8
Thursday,2022-07-21,11,26.9
Thursday,2022-07-21,12,14.2
Thursday,2022-07-21,13,12.2
Thursday,2022-07-21,14,13.7
Thursday,2022-07-21,15,19.0
Thursday,2022-07-21,16,29.7
Thursday,2022-07-21,17,24.8
Friday,2022-07-22,9,7.6
Friday,2022-07-22,10,6.5
Friday,2022-07-22,11,20.6
Friday,2022-07-22,12,7.9
Friday,2022-07-22,13,11.3
Friday,2022-07-22,14,17.2
Friday,2022-07-22,15,17.5
Friday,2022-07-22,16,23.8
Friday,2022-07-22,17,22.6
Saturday,2022-07-23,9,10.7
Saturday,2022-07-23,10,20.2
Saturday,2022-07-23,11,18.7
Saturday,2022-07-23,12,8.4
Saturday,2022-07-23,13,7.0
Saturday,2022-07-23,14,9.4
Saturday,2022-07-23,15,8.5
Saturday,2022-07-23,16,5.1
Saturday,2022-07-23,17,12.3
Sunday,2022-07-24,9,15.9
Sunday,2022-07-24,10,18.6
Sunday,2022-07-24,11,22.2
Sunday,2022-07-24,12,11.7
Sunday,2022-07-24,13,8.7
Sunday,2022-07-24,14,19.2
Sunday,2022-07-24,15,11.9
Sunday,2022-07-24,16,15.2
Sunday,2022-07-24,17,16.4
Monday,2022-07-25,9,25.7
Monday,2022-07-25,10,9.6
Monday,2022-07-25,11,31.8
Monday,2022-07-25,12,13.4
Monday,2022-07-25,13,21.3
Monday,2022-07-25,14,29.0
Monday,2022-07-25,15,27.4
Monday,2022-07-25,16,13.6
Monday,2022-07-25,17,18.3
Tuesday,2022-07-26,9,24.5
Tuesday,2022-07-26,10,14.9
Tuesday,2022-07-26,11,23.7
Tuesday,2022-07-26,12,13.5
Tuesday,2022-07-26,13,17.7
Tuesday,2022-07-26,14,22.6
Tuesday,2022-07-26,15,7.9
Tuesday,2022-07-26,16,28.2
Tuesday,2022-07-26,17,28.9
Wednesday,2022-07-27,9,14.6
Wednesday,2022-07-27,10,7.1
Wednesday,2022-07-27,11,33.6
Wednesday,2022-07-27,12,14.8
Wednesday,2022-07-27,13,16.4
Wednesday,2022-07-27,14,12.5
Wednesday,2022-07-27,15,13.8
Wednesday,2022-07-27,16,6.6
Wednesday,2022-07-27,17,9.5
Thursday,2022-07-28,9,34.2
Thursday,2022-07-28,10,25.9
Thursday,2022-07-28,11,33.0
Thursday,2022-07-28,12,5.0
Thursday,2022-07-28,13,22.1
Thursday,2022-07-28,14,10.2
Thursday,2022-07-28,15,18.6
Thursday,2022-07-28,16,8.1
Thursday,2022-07-28,17,26.4
Friday,2022-07-29,9,11.4
Friday,2022-07-29,10,35.8
Friday,2022-07-29,11,14.5
Friday,2022-07-29,12,19.4
Friday,2022-07-29,13,12.3
Friday,2022-07-29,14,15.0
Friday,2022-07-29,15,22.3
Friday,2022-07-29,16,7.1
Friday,2022-07-29,17,12.7
Saturday,2022-07-30,9,16.3
Saturday,2022-07-30,10,14.6
Saturday,2022-07-30,11,11.9
Saturday,2022-07-30,12,5.0
Saturday,2022-07-30,13,10.7
Saturday,2022-07-30,14,16.6
Saturday,2022-07-30,15,7.7
Saturday,2022-07-30,16,17.8
Saturday,2022-07-30,17,6.5
Sunday,2022-07-31,9,17.9
Sunday,2022-07-31,10,23.9
Sunday,2022-07-31,11,5.1
Sunday,2022-07-31,12,7.6
Sunday,2022-07-31,13,12.5
Sunday,2022-07-31,14,19.8
Sunday,2022-07-31,15,5.0
Sunday,2022-07-31,16,16.4
Sunday,2022-07-31,17,19.5
Monday,2022-08-01,9,7.5
Monday,2022-08-01,10,26.5
Monday,2022-08-01,11,19.0
Monday,2022-08-01,12,13.1
Monday,2022-08-01,13,7.6
Monday,2022-08-01,14,25.1
Monday,2022-08-01,15,9.7
Monday,2022-08-01,16,14.7
Monday,2022-08-01,17,19.4
Tuesday,2022-08-02,9,15.5
Tuesday,2022-08-02,10,19.0
Tuesday,2022-08-02,11,18.8
Tuesday,2022-08-02,12,13.4
Tuesday,2022-08-02,13,22.0
Tuesday,2022-08-02,14,9.3
Tuesday,2022-08-02,15,19.4
Tuesday,2022-08-02,16,33.0
Tuesday,2022-08-02,17,33.0
Wednesday,2022-08-03,9,34.4
Wednesday,2022-08-03,10,27.7
Wednesday,2022-08-03,11,15.2
Wednesday,2022-08-03,12,10.7
Wednesday,2022-08-03,13,16.2
Wednesday,2022-08-03,14,16.8
Wednesday,2022-08-03,15,15.6
Wednesday,2022-08-03,16,6.3
Wednesday,2022-08-03,17,6.8
Thursday,2022-08-04,9,33.1
Thursday,2022-08-04,10,20.4
Thursday,2022-08-04,11,34.0
Thursday,2022-08-04,12,19.8
Thursday,2022-08-04,13,20.0
Thursday,2022-08-04,14,20.8
Thursday,2022-08-04,15,27.3
Thursday,2022-08-04,16,6.6
Thursday,2022-08-04,17,12.9
Friday,2022-08-05,9,13.9
Friday,2022-08-05,10,31.7
Friday,2022-08-05,11,14.8
Friday,2022-08-05,12,5.1
Friday,2022-08-05,13,8.4
Friday,2022-08-05,14,14.0
Friday,2022-08-05,15,24.6
Friday,2022-08-05,16,8.4
Friday,2022-08-05,17,23.3
Saturday,2022-08-06,9,18.6
Saturday,2022-08-06,10,24.9
Saturday,2022-08-06,11,24.9
Saturday,2022-08-06,12,10.6
Saturday,2022-08-06,13,7.2
Saturday,2022-08-06,14,10.7
Saturday,2022-08-06,15,13.3
Saturday,2022-08-06,16,12.7
Saturday,2022-08-06,17,17.5
Sunday,2022-08-07,9,9.5
Sunday,2022-08-07,10,13.7
Sunday,2022-08-07,11,7.2
Sunday,2022-08-07,12,8.1
Sunday,2022-08-07,13,14.3
Sunday,2022-08-07,14,5.8
Sunday,2022-08-07,15,15.4
Sunday,2022-08-07,16,20.4
Sunday,2022-08-07,17,13.9
Monday,2022-08-08,9,10.3
Monday,2022-08-08,10,8.4
Monday,2022-08-08,11,14.2
Monday,2022-08-08,12,22.3
Monday,2022-08-08,13,7.5
Monday,2022-08-08,14,15.2
Monday,2022-08-08,15,28.6
Monday,2022-08-08,16,27.0
Monday,2022-08-08,17,10.3
Tuesday,2022-08-09,9,25.6
Tuesday,2022-08-09,10,11.9
Tuesday,2022-08-09,11,34.4
Tuesday,2022-08-09,12,15.9
Tuesday,2022-08-09,13,20.7
Tuesday,2022-08-09,14,13.3
Tuesday,2022-08-09,15,16.4
Tuesday,2022-08-09,16,25.1
Tuesday,2022-08-09,17,9.9
Wednesday,2022-08-10,9,19.6
Wednesday,2022-08-10,10,25.7
Wednesday,2022-08-10,11,26.7
Wednesday,2022-08-10,12,17.7
Wednesday,2022-08-10,13,5.0
Wednesday,2022-08-10,14,20.0
Wednesday,2022-08-10,15,15.3
Wednesday,2022-08-10,16,20.8
Wednesday,2022-08-10,17,14.7
Thursday,2022-08-11,9,21.9
Thursday,2022-08-11,10,31.0
Thursday,2022-08-11,11,32.5
Thursday,2022-08-11,12,18.9
Thursday,2022-08-11,13,13.5
Thursday,2022-08-11,14,8.7
Thursday,2022-08-11,15,29.5
Thursday,2022-08-11,16,18.9
Thursday,2022-08-11,17,7.6
Friday,2022-08-12,9,20.3
Friday,2022-08-12,10,17.7
Friday,2022-08-12,11,27.5
Friday,2022-08-12,12,23.5
Friday,2022-08-12,13,12.5
Friday,2022-08-12,14,6.6
Friday,2022-08-12,15,10.6
Friday,2022-08-12,16,27.0
Friday,2022-08-12,17,10.7
Saturday,2022-08-13,9,11.6
Saturday,2022-08-13,10,24.6
Saturday,2022-08-13,11,13.1
Saturday,2022-08-13,12,5.0
Saturday,2022-08-13,13,16.7
Saturday,2022-08-13,14,10.9
Saturday,2022-08-13,15,12.5
Saturday,2022-08-13,16,15.2
Saturday,2022-08-13,17,10.0
Sunday,2022-08-14,9,16.3
Sunday,2022-08-14,10,14.8
Sunday,2022-08-14,11,5.0
Sunday,2022-08-14,12,13.1
Sunday,2022-08-14,13,11.1
Sunday,2022-08-14,14,7.4
Sunday,2022-08-14,15,18.2
Sunday,2022-08-14,16,21.4
Sunday,2022-08-14,17,11.0
Monday,2022-08-15,9,19.7
Monday,2022-08-15,10,24.7
Monday,2022-08-15,11,16.4
Monday,2022-08-15,12,13.8
Monday,2022-08-15,13,6.7
Monday,2022-08-15,14,18.1
Monday,2022-08-15,15,27.7
Monday,2022-08-15,16,22.8
Monday,2022-08-15,17,22.9
Tuesday,2022-08-16,9,16.4
Tuesday,2022-08-16,10,15.0
Tuesday,2022-08-16,11,22.9
Tuesday,2022-08-16,12,9.0
Tuesday,2022-08-16,13,16.2
Tuesday,2022-08-16,14,29.9
Tuesday,2022-08-16,15,27.9
Tuesday,2022-08-16,16,16.9
Tuesday,2022-08-16,17,21.3
Wednesday,2022-08-17,9,19.9
Wednesday,2022-08-17,10,31.0
Wednesday,2022-08-17,11,32.8
Wednesday,2022-08-17,12,21.0
Wednesday,2022-08-17,13,22.1
Wednesday,2022-08-17,14,8.1
Wednesday,2022-08-17,15,20.8
Wednesday,2022-08-17,16,17.9
Wednesday,2022-08-17,17,30.8
Thursday,2022-08-18,9,29.0
Thursday,2022-08-18,10,11.5
Thursday,2022-08-18,11,18.0
Thursday,2022-08-18,12,13.2
Thursday,2022-08-18,13,13.8
Thursday,2022-08-18,14,13.0
Thursday,2022-08-18,15,13.3
Thursday,2022-08-18,16,30.0
Thursday,2022-08-18,17,10.6
Friday,2022-08-19,9,17.8
Friday,2022-08-19,10,7.9
Friday,2022-08-19,11,15.7
Friday,2022-08-19,12,22.7
Friday,2022-08-19,13,13.3
Friday,2022-08-19,14,28.8
Friday,2022-08-19,15,12.5
Friday,2022-08-19,16,29.5
Friday,2022-08-19,17,26.1
Saturday,2022-08-20,9,13.0
Saturday,2022-08-20,10,7.8
Saturday,2022-08-20,11,21.5
Saturday,2022-08-20,12,14.6
Saturday,2022-08-20,13,5.8
Saturday,2022-08-20,14,10.0
Saturday,2022-08-20,15,5.0
Saturday,2022-08-20,16,18.8
Saturday,2022-08-20,17,12.4
Sunday,2022-08-21,9,23.2
Sunday,2022-08-21,10,11.1
Sunday,2022-08-21,11,10.8
Sunday,2022-08-21,12,9.5
Sunday,2022-08-21,13,5.3
Sunday,2022-08-21,14,14.5
Sunday,2022-08-21,15,6.7
Sunday,2022-08-21,16,19.3
Sunday,2022-08-21,17,13.9
Monday,2022-08-22,9,35.6
Monday,2022-08-22,10,35.0
Monday,2022-08-22,11,25.4
Monday,2022-08-22,12,13.8
Monday,2022-08-22,13,14.7
Monday,2022-08-22,14,6.5
Monday,2022-08-22,15,28.1
Monday,2022-08-22,16,17.3
Monday,2022-08-22,17,25.2
Tuesday,2022-08-23,9,30.3
Tuesday,2022-08-23,10,24.0
Tuesday,2022-08-23,11,34.5
Tuesday,2022-08-23,12,17.9
Tuesday,2022-08-23,13,7.7
Tuesday,2022-08-23,14,13.6
Tuesday,2022-08-23,15,23.4
Tuesday,2022-08-23,16,12.7
Tuesday,2022-08-23,17,13.9
Wednesday,2022-08-24,9,14.1
Wednesday,2022-08-24,10,33.3
Wednesday,2022-08-24,11,19.3
Wednesday,2022-08-24,12,10.5
Wednesday,2022-08-24,13,6.4
Wednesday,2022-08-24,14,5.1
Wednesday,2022-08-24,15,11.4
Wednesday,2022-08-24,16,11.2
Wednesday,2022-08-24,17,11.8
Thursday,2022-08-25,9,18.5
Thursday,2022-08-25,10,35.0
Thursday,2022-08-25,11,24.3
Thursday,2022-08-25,12,20.6
Thursday,2022-08-25,13,14.5
Thursday,2022-08-25,14,12.8
Thursday,2022-08-25,15,12.9
Thursday,2022-08-25,16,7.1
Thursday,2022-08-25,17,23.9
Friday,2022-08-26,9,29.7
Friday,2022-08-26,10,29.2
Friday,2022-08-26,11,21.3
Friday,2022-08-26,12,21.7
Friday,2022-08-26,13,15.8
Friday,2022-08-26,14,28.5
Friday,2022-08-26,15,8.1
Friday,2022-08-26,16,31.8
Friday,2022-08-26,17,20.1
Saturday,2022-08-27,9,8.1
Saturday,2022-08-27,10,13.2
Saturday,2022-08-27,11,16.2
Saturday,2022-08-27,12,10.9
Saturday,2022-08-27,13,9.7
Saturday,2022-08-27,14,16.0
Saturday,2022-08-27,15,7.0
Saturday,2022-08-27,16,13.8
Saturday,2022-08-27,17,21.5
Sunday,2022-08-28,9,6.1
Sunday,2022-08-28,10,16.5
Sunday,2022-08-28,11,9.9
Sunday,2022-08-28,12,7.4
Sunday,2022-08-28,13,12.2
Sunday,2022-08-28,14,20.9
Sunday,2022-08-28,15,9.7
Sunday,2022-08-28,16,15.8
Sunday,2022-08-28,17,20.1
Monday,2022-08-29,9,22.1
Monday,2022-08-29,10,11.4
Monday,2022-08-29,11,35.0
Monday,2022-08-29,12,16.3
Monday,2022-08-29,13,13.1
Monday,2022-08-29,14,29.9
Monday,2022-08-29,15,11.0
Monday,2022-08-29,16,21.9
Monday,2022-08-29,17,20.2
Tuesday,2022-08-30,9,16.8
Tuesday,2022-08-30,10,21.9
Tuesday,2022-08-30,11,26.0
Tuesday,2022-08-30,12,14.7
Tuesday,2022-08-30,13,19.6
Tuesday,2022-08-30,14,12.0
Tuesday,2022-08-30,15,13.6
Tuesday,2022-08-30,16,14.5
Tuesday,2022-08-30,17,26.5
Wednesday,2022-08-31,9,34.9
Wednesday,2022-08-31,10,17.0
Wednesday,2022-08-31,11,16.6
Wednesday,2022-08-31,12,19.3
Wednesday,2022-08-31,13,12.9
Wednesday,2022-08-31,14,25.9
Wednesday,2022-08-31,15,14.8
Wednesday,2022-08-31,16,9.4
Wednesday,2022-08-31,17,31.4
Thursday,2022-09-01,9,6.9
Thursday,2022-09-01,10,20.0
Thursday,2022-09-01,11,18.1
Thursday,2022-09-01,12,19.4
Thursday,2022-09-01,13,22.0
Thursday,2022-09-01,14,8.6
Thursday,2022-09-01,15,5.6
Thursday,2022-09-01,16,5.6
Thursday,2022-09-01,17,24.5
Friday,2022-09-02,9,22.1
Friday,2022-09-02,10,30.7
Friday,2022-09-02,11,18.0
Friday,2022-09-02,12,23.2
Friday,2022-09-02,13,19.0
Friday,2022-09-02,14,16.2
Friday,2022-09-02,15,27.6
Friday,2022-09-02,16,23.8
Friday,2022-09-02,17,16.7
Saturday,2022-09-03,9,19.2
Saturday,2022-09-03,10,17.6
Saturday,2022-09-03,11,14.7
Saturday,2022-09-03,12,5.5
Saturday,2022-09-03,13,12.6
Saturday,2022-09-03,14,18.7
Saturday,2022-09-03,15,8.5
Saturday,2022-09-03,16,22.2
Saturday,2022-09-03,17,11.2
Sunday,2022-09-04,9,8.0
Sunday,2022-09-04,10,10.3
Sunday,2022-09-04,11,5.0
Sunday,2022-09-04,12,5.0
Sunday,2022-09-04,13,10.0
Sunday,2022-09-04,14,20.5
Sunday,2022-09-04,15,9.0
Sunday,2022-09-04,16,10.7
Sunday,2022-09-04,17,12.8
Monday,2022-09-05,9,12.8
Monday,2022-09-05,10,28.2
Monday,2022-09-05,11,24.7
Monday,2022-09-05,12,13.5
Monday,2022-09-05,13,12.4
Monday,2022-09-05,14,7.3
Monday,2022-09-05,15,28.6
Monday,2022-09-05,16,23.9
Monday,2022-09-05,17,27.5
Tuesday,2022-09-06,9,11.4
Tuesday,2022-09-06,10,11.6
Tuesday,2022-09-06,11,27.3
Tuesday,2022-09-06,12,9.2
Tuesday,2022-09-06,13,21.0
Tuesday,2022-09-06,14,21.4
Tuesday,2022-09-06,15,12.7
Tuesday,2022-09-06,16,7.2
Tuesday,2022-09-06,17,7.4
Wednesday,2022-09-07,9,10.7
Wednesday,2022-09-07,10,6.7
Wednesday,2022-09-07,11,9.1
Wednesday,2022-09-07,12,7.0
Wednesday,2022-09-07,13,19.0
Wednesday,2022-09-07,14,21.0
Wednesday,2022-09-07,15,11.0
Wednesday,2022-09-07,16,14.8
Wednesday,2022-09-07,17,19.1
Thursday,2022-09-08,9,22.0
Thursday,2022-09-08,10,30.4
Thursday,2022-09-08,11,11.5
Thursday,2022-09-08,12,17.7
Thursday,2022-09-08,13,6.4
Thursday,2022-09-08,14,12.4
Thursday,2022-09-08,15,19.8
Thursday,2022-09-08,16,27.5
Thursday,2022-09-08,17,13.3
Friday,2022-09-09,9,11.3
Friday,2022-09-09,10,26.2
Friday,2022-09-09,11,33.3
Friday,2022-09-09,12,20.6
Friday,2022-09-09,13,11.4
Friday,2022-09-09,14,21.4
Friday,2022-09-09,15,17.7
Friday,2022-09-09,16,13.6
Friday,2022-09-09,17,21.8
Saturday,2022-09-10,9,15.7
Saturday,2022-09-10,10,23.8
Saturday,2022-09-10,11,10.5
Saturday,2022-09-10,12,16.1
Saturday,2022-09-10,13,11.7
Saturday,2022-09-10,14,20.4
Saturday,2022-09-10,15,8.7
Saturday,2022-09-10,16,15.3
Saturday,2022-09-10,17,12.5
Sunday,2022-09-11,9,19.2
Sunday,2022-09-11,10,9.9
Sunday,2022-09-11,11,14.5
Sunday,2022-09-11,12,5.0
Sunday,2022-09-11,13,5.0
Sunday,2022-09-11,14,17.9
Sunday,2022-09-11,15,7.1
Sunday,2022-09-11,16,11.0
Sunday,2022-09-11,17,19.6
Monday,2022-09-12,9,8.0
Monday,2022-09-12,10,14.4
Monday,2022-09-12,11,20.5
Monday,2022-09-12,12,8.3
Monday,2022-09-12,13,12.7
Monday,2022-09-12,14,10.2
Monday,2022-09-12,15,14.6
Monday,2022-09-12,16,15.9
Monday,2022-09-12,17,23.4
Tuesday,2022-09-13,9,14.4
Tuesday,2022-09-13,10,10.6
Tuesday,2022-09-13,11,23.9
Tuesday,2022-09-13,12,8.4
Tuesday,2022-09-13,13,9.4
Tuesday,2022-09-13,14,25.6
Tuesday,2022-09-13,15,12.8
Tuesday,2022-09-13,16,28.5
Tuesday,2022-09-13,17,28.3
Wednesday,2022-09-14,9,22.8
Wednesday,2022-09-14,10,18.9
Wednesday,2022-09-14,11,9.8
Wednesday,2022-09-14,12,11.3
Wednesday,2022-09-14,13,16.9
Wednesday,2022-09-14,14,8.2
Wednesday,2022-09-14,15,8.9
Wednesday,2022-09-14,16,22.3
Wednesday,2022-09-14,17,24.7
Thursday,2022-09-15,9,16.4
Thursday,2022-09-15,10,11.6
Thursday,2022-09-15,11,12.6
Thursday,2022-09-15,12,9.8
Thursday,2022-09-15,13,5.0
Thursday,2022-09-15,14,12.4
Thursday,2022-09-15,15,21.3
Thursday,2022-09-15,16,30.5
Thursday,2022-09-15,17,29.7
Friday,2022-09-16,9,33.3
Friday,2022-09-16,10,31.1
Friday,2022-09-16,11,15.1
Friday,2022-09-16,12,11.0
Friday,2022-09-16,13,12.4
