counter_id,queue_length,status,processing_rate,delay,capacity,neighbor_counter_id,distance,reroute_capacity,is_connected
D,34,1,3.39,10,57,A,1.11,14,1
E,0,1,1.33,18,47,D,3.12,16,1
E,0,1,1.33,18,47,B,0.89,16,1
A,49,1,4.57,8,58,B,4.06,20,1
A,49,1,4.57,8,58,C,0.76,15,1
A,49,1,4.57,8,58,D,0.65,13,1
B,29,1,1.13,18,52,E,0.85,7,1
B,29,1,1.13,18,52,A,3.1,12,1
B,29,1,1.13,18,52,D,1.07,5,1
C,12,0,3.52,26,41,A,3.55,13,1
C,12,0,3.52,26,41,D,0.68,17,1
C,12,0,3.52,26,41,B,3.43,8,1
C,12,0,3.52,26,41,E,1.31,12,1
D,7,0,1.99,26,48,E,2.93,19,1
D,7,0,1.99,26,48,A,3.22,18,1
D,7,0,1.99,26,48,B,0.61,10,1
D,7,0,1.99,26,48,C,3,8,1
E,48,0,1.61,22,50,B,1.65,7,1
E,48,0,1.61,22,50,C,1.62,9,1
E,48,0,1.61,22,50,D,2.31,8,1
E,48,0,1.61,22,50,A,4.01,17,1
A,9,0,4.45,21,55,D,3.89,10,1
A,9,0,4.45,21,55,C,2.79,6,1
A,9,0,4.45,21,55,E,2.34,12,1
A,9,0,4.45,21,55,B,2.74,9,1
B,48,0,4.41,18,50,C,4.15,17,1
B,48,0,4.41,18,50,E,3.06,14,1
C,8,1,4.41,13,45,E,4.84,20,1
C,8,1,4.41,13,45,B,3.1,11,1
D,49,0,4.96,3,60,A,3.47,16,1
D,49,0,4.96,3,60,E,4.2,19,1
E,38,0,3.54,11,44,A,4.02,6,1
E,38,0,3.54,11,44,B,1.3,11,1
A,29,0,2,0,47,C,1.53,11,1
A,29,0,2,0,47,B,4.18,13,1
A,29,0,2,0,47,E,1.9,17,1
B,31,1,2.43,29,51,D,1.9,9,1
B,31,1,2.43,29,51,E,2.5,15,1
B,31,1,2.43,29,51,C,2.92,12,1
C,20,1,4.56,0,37,A,4.86,15,1
C,20,1,4.56,0,37,B,1.78,14,1
D,40,0,1.79,13,31,C,1.94,5,1
D,40,0,1.79,13,31,A,3.03,6,1
D,40,0,1.79,13,31,E,1.39,16,1
D,40,0,1.79,13,31,B,1.1,6,1
E,40,0,1.12,27,30,A,1.42,12,1
E,40,0,1.12,27,30,C,2.96,9,1
E,40,0,1.12,27,30,B,3.71,16,1
E,40,0,1.12,27,30,D,1.61,7,1
A,33,0,2.68,20,43,B,2.16,17,1
A,33,0,2.68,20,43,E,3.25,17,1
A,33,0,2.68,20,43,D,4.92,8,1
B,7,1,3.9,25,55,D,3.48,12,1
B,7,1,3.9,25,55,C,1.83,9,1
B,7,1,3.9,25,55,E,4.64,5,1
B,7,1,3.9,25,55,A,2.63,7,1
C,40,0,2.39,16,31,D,2.01,9,1
C,40,0,2.39,16,31,A,1.31,6,1
C,40,0,2.39,16,31,B,3.95,19,1
C,40,0,2.39,16,31,E,4.53,5,1
D,5,1,2.27,17,43,E,2.07,18,1
D,5,1,2.27,17,43,A,1.5,10,1
E,20,0,2.2,17,48,B,2.04,15,1
E,20,0,2.2,17,48,C,1.16,8,1
E,20,0,2.2,17,48,D,4.84,6,1
A,4,0,4.07,3,38,C,2.38,19,1
A,4,0,4.07,3,38,B,3.3,9,1
B,20,0,1.35,1,42,D,4.69,6,1
B,20,0,1.35,1,42,A,1.8,14,1
C,43,1,4.38,0,41,D,4.18,10,1
C,43,1,4.38,0,41,E,3.54,12,1
C,43,1,4.38,0,41,A,3.27,11,1
C,43,1,4.38,0,41,B,2.48,15,1
D,35,0,1.25,29,32,E,2.84,9,1
D,35,0,1.25,29,32,C,2.14,5,1
D,35,0,1.25,29,32,B,4.86,10,1
D,35,0,1.25,29,32,A,2.75,20,1
E,24,1,1.36,22,33,D,0.83,14,1
E,24,1,1.36,22,33,B,2.51,16,1
E,24,1,1.36,22,33,A,0.97,14,1
E,24,1,1.36,22,33,C,1.15,6,1
A,2,1,3.65,12,43,C,1.18,18,1
A,2,1,3.65,12,43,D,1.81,9,1
A,2,1,3.65,12,43,E,2.02,9,1
B,27,1,3.42,28,35,D,1.35,9,1
B,27,1,3.42,28,35,C,1.18,10,1
B,27,1,3.42,28,35,A,3.34,8,1
B,27,1,3.42,28,35,E,1.87,18,1
C,32,0,4.6,28,56,E,4.3,14,1
C,32,0,4.6,28,56,D,0.89,8,1
C,32,0,4.6,28,56,B,4.74,7,1
D,15,1,1.09,3,40,B,3.24,20,1
D,15,1,1.09,3,40,C,2.71,20,1
D,15,1,1.09,3,40,A,2.62,13,1
E,49,0,4.69,22,53,C,1.38,17,1
E,49,0,4.69,22,53,D,3.62,19,1
E,49,0,4.69,22,53,B,2.85,14,1
A,39,0,2.28,12,38,D,0.57,15,1
A,39,0,2.28,12,38,C,4.5,6,1
B,25,0,1.36,19,34,C,3.24,17,1
B,25,0,1.36,19,34,E,4.98,7,1
C,11,0,1.93,12,55,B,4.29,14,1
C,11,0,1.93,12,55,A,2.23,10,1
C,11,0,1.93,12,55,D,2.39,16,1
D,42,0,3.48,1,38,C,1.24,11,1
D,42,0,3.48,1,38,B,4.21,12,1
D,42,0,3.48,1,38,E,4.53,6,1
E,16,1,2.67,22,52,B,0.82,19,1
E,16,1,2.67,22,52,A,2.01,19,1
E,16,1,2.67,22,52,C,4.36,9,1
A,46,1,1.98,19,37,C,4.55,15,1
A,46,1,1.98,19,37,D,3.54,20,1
A,46,1,1.98,19,37,B,1.78,16,1
A,46,1,1.98,19,37,E,0.74,7,1
B,39,0,3.43,7,59,A,4.45,10,1
B,39,0,3.43,7,59,D,4.8,18,1
C,1,0,1.32,24,50,B,4.4,8,1
C,1,0,1.32,24,50,E,3.6,18,1
D,12,0,1.03,4,58,C,4.61,8,1
D,12,0,1.03,4,58,E,2.48,7,1
E,35,1,4.41,3,48,A,3.23,7,1
E,35,1,4.41,3,48,D,4.1,7,1
E,35,1,4.41,3,48,B,3.1,12,1
A,26,1,4.08,27,35,D,4.38,16,1
A,26,1,4.08,27,35,E,1.33,7,1
B,43,0,2.34,10,56,A,5,14,1
B,43,0,2.34,10,56,E,4.47,12,1
B,43,0,2.34,10,56,D,1.47,16,1
C,12,1,4.76,24,45,D,4.25,15,1
C,12,1,4.76,24,45,E,1.76,17,1
C,12,1,4.76,24,45,A,0.75,10,1
C,12,1,4.76,24,45,B,4.86,7,1
D,29,1,4.1,19,37,A,1.5,6,1
D,29,1,4.1,19,37,B,1.18,18,1
D,29,1,4.1,19,37,E,1.94,14,1
D,29,1,4.1,19,37,C,1.4,15,1
E,38,0,3.09,12,59,B,0.91,6,1
E,38,0,3.09,12,59,C,2.58,19,1
E,38,0,3.09,12,59,A,0.56,8,1
E,38,0,3.09,12,59,D,4.94,20,1
A,42,1,3.2,6,46,C,0.7,18,1
A,42,1,3.2,6,46,E,2.42,19,1
B,30,0,2.82,30,56,C,1.24,17,1
B,30,0,2.82,30,56,D,0.7,8,1
B,30,0,2.82,30,56,A,3.43,12,1
C,35,0,2.82,7,49,E,0.98,13,1
C,35,0,2.82,7,49,A,3.37,13,1
C,35,0,2.82,7,49,B,1.33,11,1
C,35,0,2.82,7,49,D,0.92,14,1
D,14,1,4.36,29,31,C,3.22,5,1
D,14,1,4.36,29,31,E,0.85,18,1
D,14,1,4.36,29,31,A,1.5,14,1
D,14,1,4.36,29,31,B,3.26,12,1
E,23,0,3.7,18,54,C,1.19,9,1
E,23,0,3.7,18,54,B,4.22,10,1
A,32,0,2.19,8,53,C,3.82,19,1
A,32,0,2.19,8,53,D,0.95,10,1
B,22,0,3.97,11,54,C,0.91,7,1
B,22,0,3.97,11,54,D,4.72,17,1
B,22,0,3.97,11,54,A,4.63,20,1
B,22,0,3.97,11,54,E,3.51,12,1
C,34,1,2.21,3,45,E,1.26,9,1
C,34,1,2.21,3,45,A,2.13,20,1
C,34,1,2.21,3,45,D,4.38,7,1
C,34,1,2.21,3,45,B,2.36,12,1
D,37,0,2.63,19,44,E,0.72,18,1
D,37,0,2.63,19,44,B,3.83,6,1
D,37,0,2.63,19,44,C,3.69,8,1
D,37,0,2.63,19,44,A,3.64,18,1
E,26,1,3.83,25,39,A,0.76,12,1
E,26,1,3.83,25,39,D,1.56,7,1
A,47,1,2.75,21,37,B,3.58,10,1
A,47,1,2.75,21,37,D,2.8,8,1
A,47,1,2.75,21,37,C,4.47,18,1
B,49,1,2.37,7,59,A,1.65,19,1
B,49,1,2.37,7,59,C,3.28,5,1
C,4,1,4.52,19,30,A,3.46,5,1
C,4,1,4.52,19,30,B,1.29,18,1
D,3,0,3.93,13,35,C,4.12,7,1
D,3,0,3.93,13,35,A,4.13,12,1
E,44,1,2.45,22,50,A,3.77,17,1
E,44,1,2.45,22,50,B,3.3,11,1
E,44,1,2.45,22,50,C,4.1,11,1
E,44,1,2.45,22,50,D,1.76,17,1
A,44,1,4.26,10,59,E,1.23,17,1
A,44,1,4.26,10,59,D,2.47,9,1
A,44,1,4.26,10,59,C,2.57,7,1
B,46,1,3.9,7,30,E,4.71,5,1
B,46,1,3.9,7,30,D,3.62,5,1
B,46,1,3.9,7,30,A,1.54,20,1
B,46,1,3.9,7,30,C,2.01,6,1
C,9,1,4.58,13,37,E,4.07,9,1
C,9,1,4.58,13,37,B,1.76,5,1
C,9,1,4.58,13,37,A,0.94,11,1
D,3,0,1.23,16,48,C,2.67,12,1
D,3,0,1.23,16,48,A,4.21,6,1
E,28,0,1.13,22,49,A,3.58,8,1
E,28,0,1.13,22,49,B,4.93,7,1
E,28,0,1.13,22,49,C,4.01,19,1
E,28,0,1.13,22,49,D,1.09,13,1
A,14,1,1.09,0,59,E,1.69,8,1
A,14,1,1.09,0,59,B,2.96,14,1
A,14,1,1.09,0,59,D,1.28,8,1
B,32,0,2.05,2,42,C,1.67,7,1
B,32,0,2.05,2,42,D,3.67,18,1
B,32,0,2.05,2,42,E,1.84,18,1
C,29,0,2.12,15,49,E,3.18,7,1
C,29,0,2.12,15,49,A,0.87,7,1
D,7,0,4.88,25,57,E,1.91,9,1
D,7,0,4.88,25,57,A,4.42,7,1
E,27,1,2.6,4,48,C,0.74,16,1
E,27,1,2.6,4,48,A,3.34,8,1
E,27,1,2.6,4,48,B,2.31,19,1
E,27,1,2.6,4,48,D,1.32,9,1
A,35,0,3.98,21,37,E,1.94,20,1
A,35,0,3.98,21,37,D,1.76,19,1
A,35,0,3.98,21,37,C,2.66,19,1
B,32,0,3.87,19,35,A,3.17,11,1
B,32,0,3.87,19,35,E,0.93,17,1
B,32,0,3.87,19,35,C,2.22,13,1
C,47,1,4.94,26,32,A,3.83,10,1
C,47,1,4.94,26,32,D,4.42,7,1
C,47,1,4.94,26,32,B,1.38,12,1
C,47,1,4.94,26,32,E,4.86,7,1
D,5,0,2.96,23,37,B,3.41,6,1
D,5,0,2.96,23,37,E,4.52,20,1
D,5,0,2.96,23,37,A,2.74,5,1
D,5,0,2.96,23,37,C,2.78,18,1
E,7,1,3.72,25,45,C,4.02,15,1
E,7,1,3.72,25,45,A,4.99,12,1
E,7,1,3.72,25,45,D,3.59,11,1
E,7,1,3.72,25,45,B,0.72,9,1
A,10,0,2.58,25,57,C,4.74,11,1
A,10,0,2.58,25,57,E,2.91,20,1
A,10,0,2.58,25,57,B,1.08,7,1
A,10,0,2.58,25,57,D,4.13,11,1
B,16,1,3.29,3,33,E,1.09,18,1
B,16,1,3.29,3,33,C,3.68,6,1
B,16,1,3.29,3,33,D,0.6,12,1
B,16,1,3.29,3,33,A,3.71,9,1
C,2,1,2.53,11,47,D,1.21,10,1
C,2,1,2.53,11,47,A,3.81,6,1
D,46,0,1.54,14,42,E,4.92,7,1
D,46,0,1.54,14,42,C,3.27,13,1
D,46,0,1.54,14,42,B,1.62,5,1
E,37,1,4.49,21,44,B,1.6,12,1
E,37,1,4.49,21,44,A,3.35,10,1
A,31,1,2.65,3,45,D,0.81,6,1
A,31,1,2.65,3,45,C,4.44,12,1
A,31,1,2.65,3,45,E,1.35,8,1
A,31,1,2.65,3,45,B,3.39,10,1
B,5,1,2.27,29,45,A,3.36,15,1
B,5,1,2.27,29,45,C,3.43,15,1
B,5,1,2.27,29,45,E,4.31,17,1
C,50,1,1.61,26,39,B,3.06,12,1
C,50,1,1.61,26,39,D,3.11,6,1
D,37,1,1.11,3,58,C,4.29,19,1
D,37,1,1.11,3,58,A,2.01,14,1
D,37,1,1.11,3,58,B,3.39,9,1
D,37,1,1.11,3,58,E,3.64,15,1
E,26,0,2.57,17,31,B,0.83,5,1
E,26,0,2.57,17,31,D,4.74,16,1
E,26,0,2.57,17,31,C,2.71,19,1
A,22,0,3.5,21,38,D,1.26,7,1
A,22,0,3.5,21,38,B,0.94,16,1
A,22,0,3.5,21,38,C,2.77,19,1
B,38,0,2.48,4,40,E,0.57,16,1
B,38,0,2.48,4,40,C,3.44,12,1
B,38,0,2.48,4,40,A,3.66,20,1
C,25,1,1.92,9,41,B,3.21,20,1
C,25,1,1.92,9,41,D,1.61,5,1
C,25,1,1.92,9,41,E,2.35,5,1
C,25,1,1.92,9,41,A,1.69,10,1
D,26,1,2.31,5,33,E,0.61,15,1
D,26,1,2.31,5,33,B,2.2,20,1
D,26,1,2.31,5,33,C,4.77,19,1
E,15,1,3.64,24,40,D,2.92,8,1
E,15,1,3.64,24,40,C,2.32,16,1
E,15,1,3.64,24,40,A,2.78,18,1
A,49,1,3.03,25,58,D,3.67,8,1
A,49,1,3.03,25,58,C,2.71,12,1
A,49,1,3.03,25,58,B,3.22,20,1
A,49,1,3.03,25,58,E,1.73,17,1
B,36,1,4.42,20,51,C,4.78,12,1
B,36,1,4.42,20,51,A,4.86,20,1
B,36,1,4.42,20,51,E,2.71,12,1
C,3,1,3.1,16,34,B,4.73,9,1
C,3,1,3.1,16,34,D,4.19,11,1
C,3,1,3.1,16,34,E,3.59,16,1
D,38,1,4,10,48,B,4.21,18,1
D,38,1,4,10,48,C,3.25,13,1
D,38,1,4,10,48,A,1.53,16,1
D,38,1,4,10,48,E,2.18,18,1
E,9,1,3.53,16,37,D,1.41,11,1
E,9,1,3.53,16,37,B,2.01,18,1
A,45,0,3.66,14,30,B,3.82,20,1
A,45,0,3.66,14,30,C,1.92,14,1
A,45,0,3.66,14,30,E,2.26,10,1
A,45,0,3.66,14,30,D,3.57,8,1
B,37,0,2.68,21,60,D,3.95,15,1
B,37,0,2.68,21,60,A,1.56,11,1
B,37,0,2.68,21,60,E,3.06,8,1
C,6,1,4.32,9,44,B,1.75,11,1
C,6,1,4.32,9,44,A,4.03,5,1
C,6,1,4.32,9,44,D,2.41,12,1
C,6,1,4.32,9,44,E,2.72,10,1
D,27,1,1.78,20,36,B,4.86,12,1
D,27,1,1.78,20,36,C,3.4,10,1
E,0,1,4.09,28,54,B,4.88,5,1
E,0,1,4.09,28,54,C,1.26,15,1
E,0,1,4.09,28,54,D,2.17,16,1
E,0,1,4.09,28,54,A,2.15,5,1
A,17,1,2.6,22,42,C,2.92,15,1
A,17,1,2.6,22,42,D,2.01,5,1
B,39,1,1.25,29,47,A,3.71,8,1
B,39,1,1.25,29,47,C,1.05,12,1
C,30,1,4.1,17,46,E,3.26,7,1
C,30,1,4.1,17,46,A,2.76,6,1
C,30,1,4.1,17,46,B,4.17,14,1
D,42,0,3.04,3,45,C,2.88,10,1
D,42,0,3.04,3,45,B,2.19,5,1
E,8,0,1.97,25,35,D,1.57,14,1
E,8,0,1.97,25,35,A,3.18,16,1
E,8,0,1.97,25,35,C,1.75,19,1
E,8,0,1.97,25,35,B,2.7,14,1
A,46,0,3.28,12,31,B,3.75,5,1
A,46,0,3.28,12,31,C,3.12,12,1
B,8,1,1.66,3,41,C,2.81,6,1
B,8,1,1.66,3,41,E,2.85,16,1
B,8,1,1.66,3,41,A,3.28,13,1
B,8,1,1.66,3,41,D,3.35,12,1
C,12,0,4.15,16,50,A,4.64,6,1
C,12,0,4.15,16,50,E,1.57,16,1
C,12,0,4.15,16,50,B,1.53,19,1
C,12,0,4.15,16,50,D,0.74,16,1
D,32,0,3.55,7,40,E,4.19,19,1
D,32,0,3.55,7,40,B,1.87,16,1
D,32,0,3.55,7,40,C,2.64,19,1
D,32,0,3.55,7,40,A,4.34,8,1
E,2,1,3.15,4,35,A,4.97,10,1
E,2,1,3.15,4,35,D,3.98,20,1
A,7,0,2.05,5,51,E,2.82,5,1
A,7,0,2.05,5,51,B,3.79,9,1
B,9,1,4.39,18,52,A,3.68,9,1
B,9,1,4.39,18,52,E,3.36,6,1
B,9,1,4.39,18,52,C,1.88,11,1
C,20,0,1.96,14,47,A,1.72,20,1
C,20,0,1.96,14,47,B,1.83,17,1
C,20,0,1.96,14,47,E,4.94,15,1
C,20,0,1.96,14,47,D,4.78,12,1
D,21,0,2.17,23,31,A,4.57,6,1
D,21,0,2.17,23,31,E,0.53,9,1
D,21,0,2.17,23,31,C,1.23,10,1
E,22,0,2.22,7,45,B,1.86,16,1
E,22,0,2.22,7,45,A,2.04,16,1
E,22,0,2.22,7,45,C,1.9,9,1
A,49,1,1.96,13,57,B,1.77,15,1
A,49,1,1.96,13,57,C,4.48,14,1
B,11,0,1.17,3,60,E,4.96,9,1
B,11,0,1.17,3,60,A,3.33,19,1
B,11,0,1.17,3,60,D,3.87,7,1
B,11,0,1.17,3,60,C,3.5,5,1
C,35,1,4.6,7,48,E,1.84,15,1
C,35,1,4.6,7,48,D,4.96,12,1
C,35,1,4.6,7,48,B,1.84,10,1
D,24,1,3.47,5,37,C,1.02,19,1
D,24,1,3.47,5,37,E,1.42,7,1
D,24,1,3.47,5,37,B,4.19,16,1
D,24,1,3.47,5,37,A,2.88,20,1
E,8,0,1.66,22,36,D,1.17,15,1
E,8,0,1.66,22,36,A,4.33,9,1
E,8,0,1.66,22,36,C,4.53,20,1
A,48,1,3.24,12,30,B,4.37,14,1
A,48,1,3.24,12,30,D,2.39,12,1
B,40,0,1.08,6,46,E,3.46,10,1
B,40,0,1.08,6,46,D,0.74,18,1
C,34,1,2.59,7,34,A,0.7,10,1
C,34,1,2.59,7,34,E,0.58,9,1
D,50,1,1.26,15,54,B,3.12,7,1
D,50,1,1.26,15,54,E,1.91,5,1
E,45,1,2.02,19,45,D,3.1,17,1
E,45,1,2.02,19,45,C,3.01,10,1
E,45,1,2.02,19,45,B,2.58,16,1
E,45,1,2.02,19,45,A,3.03,17,1
A,43,0,4.15,11,49,B,0.78,11,1
A,43,0,4.15,11,49,D,1,5,1
B,44,1,4.53,18,32,E,3.06,18,1
B,44,1,4.53,18,32,D,1.57,16,1
B,44,1,4.53,18,32,C,1.76,11,1
B,44,1,4.53,18,32,A,2.73,6,1
C,1,1,1.5,22,53,D,3.96,8,1
C,1,1,1.5,22,53,B,2.58,18,1
C,1,1,1.5,22,53,E,0.62,17,1
C,1,1,1.5,22,53,A,1.31,18,1
D,28,0,3.63,11,31,E,2.2,10,1
D,28,0,3.63,11,31,B,3.2,12,1
D,28,0,3.63,11,31,A,2.71,6,1
D,28,0,3.63,11,31,C,2.38,6,1
E,40,0,1.48,24,54,B,4.13,9,1
E,40,0,1.48,24,54,D,1.14,5,1
E,40,0,1.48,24,54,C,1.36,9,1
E,40,0,1.48,24,54,A,3.96,17,1
A,30,0,4.18,2,57,B,3.11,16,1
A,30,0,4.18,2,57,D,0.9,7,1
A,30,0,4.18,2,57,C,3.36,11,1
B,8,0,1.05,17,51,C,3.61,9,1
B,8,0,1.05,17,51,E,4.82,10,1
B,8,0,1.05,17,51,A,2.47,9,1
B,8,0,1.05,17,51,D,4.26,8,1
C,16,0,2.25,26,58,E,4.45,17,1
C,16,0,2.25,26,58,B,4.77,8,1
C,16,0,2.25,26,58,D,1.61,11,1
C,16,0,2.25,26,58,A,1.22,6,1
D,30,0,1.77,9,43,B,3,20,1
D,30,0,1.77,9,43,A,2.59,20,1
D,30,0,1.77,9,43,C,2.59,6,1
E,16,0,1.14,28,47,C,0.69,11,1
E,16,0,1.14,28,47,A,0.79,16,1
E,16,0,1.14,28,47,B,2.96,11,1
A,6,0,1.87,13,52,D,0.83,7,1
A,6,0,1.87,13,52,E,4.94,6,1
A,6,0,1.87,13,52,B,2.82,6,1
A,6,0,1.87,13,52,C,1.45,12,1
B,42,0,2.54,21,31,E,2.71,17,1
B,42,0,2.54,21,31,A,4.59,6,1
C,47,1,2.27,3,51,B,4.52,10,1
C,47,1,2.27,3,51,D,2.28,17,1
C,47,1,2.27,3,51,E,2.6,8,1
C,47,1,2.27,3,51,A,3.62,13,1
D,4,1,4.28,21,41,E,4.58,7,1
D,4,1,4.28,21,41,B,2.85,20,1
E,33,1,2.53,12,44,A,2.78,19,1
E,33,1,2.53,12,44,B,1.95,7,1
E,33,1,2.53,12,44,C,1.78,14,1
A,32,0,1.3,6,39,D,1.19,6,1
A,32,0,1.3,6,39,B,1.45,19,1
A,32,0,1.3,6,39,C,2.98,9,1
A,32,0,1.3,6,39,E,3.76,17,1
B,15,0,2.84,15,43,D,4.52,10,1
B,15,0,2.84,15,43,E,2.08,14,1
B,15,0,2.84,15,43,C,1.91,18,1
B,15,0,2.84,15,43,A,4.69,5,1
C,8,0,3.28,1,51,E,4.72,5,1
C,8,0,3.28,1,51,A,0.91,20,1
D,50,1,1.33,2,32,C,1.03,14,1
D,50,1,1.33,2,32,E,3.27,18,1
E,47,0,2.76,3,35,D,4.42,5,1
E,47,0,2.76,3,35,A,1.53,16,1
E,47,0,2.76,3,35,C,2.83,20,1
A,0,0,4.57,0,47,C,0.81,14,1
A,0,0,4.57,0,47,B,2.21,11,1
A,0,0,4.57,0,47,E,3.85,20,1
B,20,0,2.7,5,35,E,0.52,16,1
B,20,0,2.7,5,35,A,2.34,17,1
C,43,1,1.23,14,47,E,1.91,11,1
C,43,1,1.23,14,47,D,4.1,20,1
C,43,1,1.23,14,47,A,4.34,9,1
D,1,0,4.4,17,40,B,4.61,8,1
D,1,0,4.4,17,40,A,1.28,10,1
E,23,1,2.13,0,47,C,2.65,14,1
E,23,1,2.13,0,47,D,1.84,8,1
A,28,1,4.62,4,49,D,3.1,14,1
A,28,1,4.62,4,49,B,3.05,10,1
A,28,1,4.62,4,49,E,3.95,17,1
B,35,1,2.01,13,31,A,1.9,12,1
B,35,1,2.01,13,31,E,3.12,18,1
B,35,1,2.01,13,31,C,0.9,10,1
B,35,1,2.01,13,31,D,2.47,16,1
C,5,0,2.72,11,41,D,1.58,17,1
C,5,0,2.72,11,41,B,3.88,14,1
D,24,1,2.94,28,52,C,2.59,9,1
D,24,1,2.94,28,52,E,0.98,9,1
D,24,1,2.94,28,52,B,4.89,19,1
E,38,0,2.12,22,51,C,2.78,10,1
E,38,0,2.12,22,51,B,2.09,11,1
E,38,0,2.12,22,51,A,4.79,7,1
E,38,0,2.12,22,51,D,2.36,16,1
A,22,1,2.34,10,49,C,1.24,9,1
A,22,1,2.34,10,49,D,3.92,6,1
A,22,1,2.34,10,49,B,4.27,15,1
B,20,0,3.01,26,37,A,3.61,9,1
B,20,0,3.01,26,37,E,3.68,11,1
B,20,0,3.01,26,37,D,3.48,13,1
C,19,0,3.18,7,46,D,1.71,19,1
C,19,0,3.18,7,46,A,0.77,10,1
C,19,0,3.18,7,46,E,1.4,7,1
D,34,0,2.64,29,35,C,3.81,13,1
D,34,0,2.64,29,35,E,0.71,10,1
D,34,0,2.64,29,35,B,4.79,10,1
E,43,1,2.92,25,51,C,3.47,19,1
E,43,1,2.92,25,51,D,1.66,18,1
E,43,1,2.92,25,51,B,0.81,13,1
A,46,1,1.7,3,35,E,3.11,20,1
A,46,1,1.7,3,35,D,3.38,19,1
A,46,1,1.7,3,35,C,3.31,16,1
A,46,1,1.7,3,35,B,2.11,17,1
B,2,1,3.79,10,43,D,3.07,8,1
B,2,1,3.79,10,43,C,4.52,5,1
B,2,1,3.79,10,43,A,0.69,12,1
C,31,0,1.07,11,48,B,4.02,19,1
C,31,0,1.07,11,48,E,4.74,5,1
C,31,0,1.07,11,48,A,3.05,9,1
D,19,0,4.96,24,40,E,0.8,18,1
D,19,0,4.96,24,40,A,4.53,19,1
E,39,1,4.77,5,31,C,1.7,15,1
E,39,1,4.77,5,31,A,1.15,20,1
E,39,1,4.77,5,31,D,3.91,14,1
A,4,0,4.89,29,36,C,1.92,17,1
A,4,0,4.89,29,36,B,2.02,20,1
A,4,0,4.89,29,36,D,2.12,19,1
B,29,1,4.03,18,51,D,3.1,11,1
B,29,1,4.03,18,51,A,2.67,17,1
B,29,1,4.03,18,51,C,4.26,18,1
C,41,0,4.19,7,53,B,2.21,7,1
C,41,0,4.19,7,53,E,0.88,5,1
C,41,0,4.19,7,53,A,1.61,6,1
D,14,0,1.48,17,44,A,2.35,14,1
D,14,0,1.48,17,44,E,2.34,14,1
E,29,0,2.29,23,32,A,1.8,17,1
E,29,0,2.29,23,32,D,3.01,15,1
E,29,0,2.29,23,32,B,2,12,1
E,29,0,2.29,23,32,C,0.51,10,1
A,10,1,3.22,17,47,D,1.23,16,1
A,10,1,3.22,17,47,B,2.8,15,1
B,19,0,2.81,21,48,A,1.07,15,1
B,19,0,2.81,21,48,D,4.14,9,1
B,19,0,2.81,21,48,E,0.69,11,1
B,19,0,2.81,21,48,C,2.73,7,1
C,21,0,1.92,10,36,B,1.99,9,1
C,21,0,1.92,10,36,A,1.49,12,1
C,21,0,1.92,10,36,E,4.95,20,1
C,21,0,1.92,10,36,D,2.97,12,1
D,48,0,1.31,15,33,B,1.27,11,1
D,48,0,1.31,15,33,C,3.97,9,1
D,48,0,1.31,15,33,A,1.95,20,1
E,13,0,3.56,24,34,B,4.57,5,1
E,13,0,3.56,24,34,A,0.96,15,1
E,13,0,3.56,24,34,D,1.35,11,1
A,32,1,2.46,30,39,B,4.48,19,1
A,32,1,2.46,30,39,D,4.04,5,1
A,32,1,2.46,30,39,E,3.29,7,1
A,32,1,2.46,30,39,C,3.37,5,1
B,40,1,4.17,13,59,D,4.39,18,1
B,40,1,4.17,13,59,C,4.03,10,1
B,40,1,4.17,13,59,A,1.35,15,1
C,18,1,3.33,13,48,A,1.36,10,1
C,18,1,3.33,13,48,E,3.03,19,1
C,18,1,3.33,13,48,D,1.22,12,1
C,18,1,3.33,13,48,B,3.81,12,1
D,45,1,3.81,8,58,C,2.19,8,1
D,45,1,3.81,8,58,E,3.41,13,1
D,45,1,3.81,8,58,A,1.08,18,1
D,45,1,3.81,8,58,B,2.99,16,1
E,4,0,3.6,8,31,B,1.13,6,1
E,4,0,3.6,8,31,A,1.32,14,1
E,4,0,3.6,8,31,C,1.44,13,1
A,26,1,4.05,0,40,D,1.18,20,1
A,26,1,4.05,0,40,C,3.81,11,1
A,26,1,4.05,0,40,B,4.08,14,1
A,26,1,4.05,0,40,E,3.39,14,1
B,35,0,1.91,0,40,C,3.18,19,1
B,35,0,1.91,0,40,D,2.12,16,1
C,19,0,3.27,5,39,B,0.87,13,1
C,19,0,3.27,5,39,E,1.76,5,1
D,22,1,2.98,13,38,A,4.57,8,1
D,22,1,2.98,13,38,E,3.94,9,1
D,22,1,2.98,13,38,B,1.25,19,1
E,27,1,3.75,2,48,C,4.24,16,1
E,27,1,3.75,2,48,B,1.06,12,1
E,27,1,3.75,2,48,A,1.94,19,1
E,27,1,3.75,2,48,D,0.59,6,1
A,23,0,4.93,15,55,B,4.24,11,1
A,23,0,4.93,15,55,E,2.03,16,1
A,23,0,4.93,15,55,D,2.32,10,1
A,23,0,4.93,15,55,C,4.2,8,1
B,38,1,1.01,8,60,C,2.51,7,1
B,38,1,1.01,8,60,D,3.7,18,1
B,38,1,1.01,8,60,E,4.54,7,1
B,38,1,1.01,8,60,A,4.5,20,1
C,5,0,2.57,26,41,D,0.83,5,1
C,5,0,2.57,26,41,A,1.64,20,1
C,5,0,2.57,26,41,E,1.32,13,1
